date,id,team1,team2,score1,score2
2293779,2293779,LDLC,Dignitas,1,2
2293781,2293781,PENTA,Reason,0,2
2293782,2293782,Virtus.pro,mousesports,2,0
2293788,2293788,Titan,Virtus.pro,1,0
2293791,2293791,LDLC,x6tence,2,0
2293792,2293792,Reason,Virtus.pro,0,2
2293793,2293793,PENTA,mousesports,2,1
2293794,2293794,Titan,ESC,1,2
2293796,2293796,Virtus.pro,Reason,2,0
2293797,2293797,Reason,PENTA,2,1
2293802,2293802,LDLC,ESC,2,0
2293831,2293831,LDLC,mousesports,3,0
2293840,2293840,LDLC,HellRaisers,3,0
2293847,2293847,LGB,FlipSid3,11,16
2293857,2293857,FlipSid3,ALTERNATE aTTaX,2,0
2293858,2293858,Liquid,Denial,16,10
2293860,2293860,fnatic,G2,16,12
2293864,2293864,PENTA,FlipSid3,2,0
2293865,2293865,Dignitas,Epsilon,2,0
2293872,2293872,NIP,Epsilon,2,1
2293874,2293874,NIP,Dignitas,2,1
2293877,2293877,Virtus.pro,mousesports,16,5
2293882,2293882,ESC,PENTA,2,1
2293883,2293883,Natus Vincere,Epsilon,2,0
2293885,2293885,Titan,Natus Vincere,16,8
2293886,2293886,Natus Vincere,Virtus.pro,16,7
2293887,2293887,PENTA,G2,5,16
2293888,2293888,Cloud9,Liquid,16,7
2293890,2293890,Cloud9,Liquid,16,8
2293895,2293895,CLG,Luminosity,16,8
2293896,2293896,Titan,mousesports,14,16
2293909,2293909,mousesports,Playing Ducks,16,11
2293911,2293911,HellRaisers,LGB,1,2
2293912,2293912,Natus Vincere,mousesports,2,0
2293918,2293918,fnatic,G2,16,1
2293932,2293932,HellRaisers,Virtus.pro,2,1
2293933,2293933,HellRaisers,PENTA,2,1
2293934,2293934,Virtus.pro,PENTA,2,0
2293937,2293937,Cloud9,CLG,16,9
2293938,2293938,G2,CPH Wolves,16,4
2293941,2293941,Titan,Virtus.pro,2,0
2293943,2293943,Titan,G2,16,2
2293944,2293944,fnatic,Titan,11,16
2293945,2293945,fnatic,CPH Wolves,16,5
2293946,2293946,fnatic,Natus Vincere,16,2
2293947,2293947,CLG,Paradox,2,0
2293950,2293950,Liquid,Mythic,16,14
2293954,2293954,Virtus.pro,CPH Wolves,16,8
2293955,2293955,Titan,Epsilon,2,0
2293957,2293957,fnatic,Liquid,16,3
2293958,2293958,LDLC,CLG,14,16
2293960,2293960,NIP,Dignitas,19,17
2293962,2293962,Natus Vincere,CPH Wolves,13,16
2293963,2293963,fnatic,LDLC,9,16
2293964,2293964,CLG,Liquid,5,16
2293965,2293965,NIP,Cloud9,7,16
2293967,2293967,fnatic,CLG,16,7
2293968,2293968,LDLC,Liquid,16,6
2293970,2293970,Dignitas,Cloud9,16,2
2293976,2293976,NIP,fnatic,2,1
2293977,2293977,LDLC,Dignitas,2,1
2293978,2293978,Dignitas,fnatic,2,0
2293979,2293979,NIP,LDLC,1,2
2293980,2293980,Natus Vincere,mousesports,10,16
2293981,2293981,Natus Vincere,Titan,0,2
2293982,2293982,Titan,x6tence,2,1
2293984,2293984,Virtus.pro,G2,16,10
2293989,2293989,mousesports,Playing Ducks,16,4
2293990,2293990,3DMAX,k1ck,10,16
2293994,2293994,CPH Wolves,ALTERNATE aTTaX,16,7
2293999,2293999,k1ck,FlipSid3,23,26
2294005,2294005,mousesports,FlipSid3,2,0
2294006,2294006,Liquid,Luminosity,16,14
2294009,2294009,Natus Vincere,x6tence,2,0
2294010,2294010,Epsilon,3DMAX,0,2
2294011,2294011,CPH Wolves,ESC,2,1
2294020,2294020,Denial,Luminosity,10,16
2294023,2294023,HellRaisers,PENTA,13,16
2294024,2294024,NIP,mousesports,16,6
2294025,2294025,Titan,3DMAX,13,16
2294030,2294030,Liquid,Cloud9,3,16
2294031,2294031,fnatic,CLG,16,10
2294035,2294035,PENTA,Virtus.pro,16,9
2294037,2294037,Virtus.pro,HellRaisers,10,16
2294038,2294038,PENTA,Titan,0,2
2294039,2294039,HellRaisers,NIP,0,2
2294040,2294040,NIP,3DMAX,16,2
2294041,2294041,mousesports,Titan,6,16
2294042,2294042,PENTA,HellRaisers,0,2
2294043,2294043,Titan,NIP,0,2
2294044,2294044,3DMAX,Titan,12,16
2294053,2294053,Cloud9,Mythic,2,0
2294058,2294058,CPH Wolves,Envy,0,2
2294061,2294061,CPH Wolves,fnatic,2,0
2294065,2294065,fnatic,Liquid,2,0
2294067,2294067,Cloud9,fnatic,0,2
2294069,2294069,Virtus.pro,PENTA,16,6
2294070,2294070,Virtus.pro,PENTA,17,19
2294072,2294072,Natus Vincere,G2,16,0
2294073,2294073,Titan,PENTA,16,19
2294074,2294074,LGB,Playing Ducks,2,0
2294077,2294077,Titan,CPH Wolves,16,6
2294079,2294079,mousesports,CPH Wolves,9,16
2294088,2294088,mousesports,G2,16,14
2294091,2294091,Natus Vincere,CPH Wolves,16,3
2294099,2294099,FlipSid3,LGB,2,1
2294104,2294104,LGB,G2,2,0
2294108,2294108,Mythic,CLG,9,16
2294109,2294109,Cloud9,Denial,16,5
2294114,2294114,Cloud9,Luminosity,16,14
2294116,2294116,Liquid,Denial,22,20
2294117,2294117,Virtus.pro,CPH Wolves,16,2
2294119,2294119,LGB,PENTA,1,2
2294123,2294123,Cloud9,Mythic,11,16
2294124,2294124,fnatic,Titan,12,16
2294125,2294125,NIP,LGB,16,5
2294126,2294126,Envy,Virtus.pro,16,10
2294127,2294127,LGB,Virtus.pro,16,11
2294128,2294128,NIP,Titan,8,16
2294129,2294129,Envy,fnatic,14,16
2294130,2294130,fnatic,Virtus.pro,15,15
2294131,2294131,LGB,Titan,7,16
2294132,2294132,Envy,NIP,16,13
2294133,2294133,NIP,Virtus.pro,15,15
2294134,2294134,LGB,fnatic,12,16
2294135,2294135,Envy,Titan,11,16
2294136,2294136,NIP,fnatic,9,16
2294137,2294137,Virtus.pro,Titan,16,2
2294138,2294138,Envy,LGB,16,3
2294142,2294142,Envy,fnatic,1,2
2294143,2294143,Titan,fnatic,0,2
2294151,2294151,Cloud9,Denial,0,1
2294152,2294152,CLG,Liquid,16,14
2294154,2294154,Dignitas,Playing Ducks,2,0
2294164,2294164,Titan,Envy,0,2
2294173,2294173,TSM,Dignitas,2,0
2294175,2294175,Envy,HellRaisers,16,4
2294176,2294176,fnatic,LGB,16,11
2294178,2294178,Titan,Virtus.pro,7,16
2294179,2294179,Titan,mousesports,16,11
2294185,2294185,HellRaisers,LGB,0,2
2294186,2294186,Envy,fnatic,0,2
2294187,2294187,LGB,Envy,0,2
2294188,2294188,CLG,Denial,6,16
2294193,2294193,fnatic,Envy,2,0
2294195,2294195,TSM,PENTA,2,0
2294198,2294198,HellRaisers,Titan,1,2
2294207,2294207,CLG,G2,16,14
2294208,2294208,LGB,CPH Wolves,16,8
2294209,2294209,Liquid,FlipSid3,14,16
2294213,2294213,Dignitas,ESC,16,11
2294216,2294216,CLG,Titan,16,14
2294218,2294218,LGB,FlipSid3,16,11
2294219,2294219,CPH Wolves,Liquid,16,10
2294221,2294221,Titan,CPH Wolves,16,4
2294224,2294224,NIP,HellRaisers,1,2
2294225,2294225,NIP,Envy,0,2
2294226,2294226,Envy,HellRaisers,2,1
2294227,2294227,Cloud9,mousesports,16,14
2294230,2294230,3DMAX,ESC,16,8
2294232,2294232,mousesports,3DMAX,8,16
2294236,2294236,Natus Vincere,PENTA,16,11
2294240,2294240,fnatic,Virtus.pro,2,0
2294241,2294241,NIP,Envy,2,0
2294246,2294246,Virtus.pro,Envy,2,0
2294250,2294250,G2,PENTA,7,16
2294251,2294251,fnatic,NIP,2,0
2294252,2294252,fnatic,mousesports,10,16
2294253,2294253,fnatic,mousesports,16,4
2294255,2294255,Virtus.pro,NIP,2,1
2294262,2294262,Natus Vincere,PENTA,10,16
2294264,2294264,fnatic,Virtus.pro,2,0
2294266,2294266,CLG,Liquid,1,0
2294269,2294269,CLG,Mythic,7,16
2294271,2294271,Virtus.pro,Envy,16,10
2294272,2294272,TSM,fnatic,9,16
2294273,2294273,NIP,Titan,16,10
2294274,2294274,Natus Vincere,LGB,16,11
2294275,2294275,Cloud9,Mythic,16,13
2294291,2294291,fnatic,Virtus.pro,16,7
2294292,2294292,fnatic,CPH Wolves,16,8
2294296,2294296,Virtus.pro,TSM,16,13
2294297,2294297,Titan,Envy,16,11
2294298,2294298,NIP,Virtus.pro,16,6
2294299,2294299,LGB,TSM,21,18
2294300,2294300,Liquid,CLG,16,12
2294308,2294308,Denial,Mythic,14,16
2294315,2294315,NIP,Titan,0,2
2294316,2294316,Cloud9,Liquid,0,1
2294320,2294320,CLG,Denial,16,12
2294325,2294325,LGB,Envy,7,16
2294326,2294326,fnatic,NIP,21,18
2294327,2294327,fnatic,LGB,16,4
2294328,2294328,Envy,NIP,16,11
2294332,2294332,Cloud9,Denial,13,16
2294333,2294333,fnatic,Virtus.pro,16,10
2294335,2294335,Virtus.pro,FlipSid3,2,1
2294336,2294336,Virtus.pro,CPH Wolves,2,0
2294337,2294337,CPH Wolves,Reason,14,16
2294338,2294338,Envy,CPH Wolves,16,5
2294339,2294339,CPH Wolves,Envy,7,16
2294340,2294340,Virtus.pro,TSM,2,1
2294341,2294341,TSM,FlipSid3,2,0
2294342,2294342,TSM,CPH Wolves,2,0
2294343,2294343,CPH Wolves,FlipSid3,2,0
2294346,2294346,Cloud9,CLG,16,13
2294347,2294347,Mythic,Denial,1,2
2294349,2294349,CLG,Luminosity,16,9
2294350,2294350,Virtus.pro,G2,14,16
2294351,2294351,TSM,Vega Squadron,16,8
2294355,2294355,PENTA,mousesports,16,8
2294356,2294356,mousesports,PENTA,19,16
2294358,2294358,HellRaisers,mousesports,16,5
2294359,2294359,fnatic,PENTA,16,12
2294361,2294361,CPH Wolves,PENTA,16,9
2294362,2294362,CPH Wolves,G2,4,16
2294365,2294365,Mythic,Liquid,12,16
2294368,2294368,G2,x6tence,2,1
2294369,2294369,Cloud9,Luminosity,16,14
2294372,2294372,mousesports,HellRaisers,16,9
2294373,2294373,fnatic,Titan,9,16
2294374,2294374,Titan,G2,6,16
2294375,2294375,TSM,NIP,2,16
2294377,2294377,Virtus.pro,fnatic,16,14
2294378,2294378,Titan,LGB,16,5
2294382,2294382,Cloud9,Denial,2,1
2294383,2294383,Envy,FlipSid3,16,2
2294384,2294384,Envy,Reason,16,4
2294385,2294385,TSM,Titan,16,3
2294386,2294386,Envy,fnatic,10,16
2294387,2294387,Natus Vincere,Virtus.pro,7,16
2294388,2294388,NIP,LGB,16,12
2294389,2294389,CLG,Cloud9,16,7
2294392,2294392,Cloud9,CLG,15,19
2294401,2294401,Titan,fnatic,8,16
2294403,2294403,mousesports,Virtus.pro,9,16
2294405,2294405,Playing Ducks,k1ck,9,16
2294420,2294420,Titan,Natus Vincere,16,10
2294421,2294421,TSM,Vega Squadron,16,5
2294422,2294422,Liquid,Luminosity,16,3
2294424,2294424,NIP,CPH Wolves,2,0
2294446,2294446,Natus Vincere,fnatic,10,16
2294449,2294449,CLG,Luminosity,2,1
2294452,2294452,HellRaisers,FlipSid3,0,2
2294456,2294456,Liquid,CLG,0,2
2294457,2294457,Liquid,Denial,11,16
2294460,2294460,Virtus.pro,Titan,16,8
2294464,2294464,Virtus.pro,Natus Vincere,16,9
2294466,2294466,fnatic,PENTA,16,7
2294470,2294470,HellRaisers,Space Soldiers,2,0
2294473,2294473,CPH Wolves,3DMAX,2,0
2294478,2294478,NIP,FlipSid3,2,0
2294483,2294483,Envy,Natus Vincere,16,11
2294491,2294491,G2,CPH Wolves,16,10
2294492,2294492,G2,CPH Wolves,9,16
2294493,2294493,PENTA,CPH Wolves,8,16
2294494,2294494,CPH Wolves,Titan,5,16
2294495,2294495,Titan,PENTA,8,16
2294497,2294497,Vega Squadron,PENTA,13,16
2294498,2294498,FlipSid3,CPH Wolves,12,16
2294499,2294499,CPH Wolves,FlipSid3,13,16
2294502,2294502,CLG,Liquid,16,6
2294504,2294504,HellRaisers,G2,2,1
2294505,2294505,mousesports,FlipSid3,0,2
2294507,2294507,CPH Wolves,PENTA,0,2
2294508,2294508,Virtus.pro,PENTA,21,15
2294509,2294509,Virtus.pro,PENTA,16,10
2294510,2294510,CPH Wolves,mousesports,0,1
2294511,2294511,fnatic,PENTA,12,16
2294513,2294513,CLG,Denial,6,16
2294514,2294514,fnatic,TSM,16,11
2294515,2294515,Envy,Reason,16,4
2294517,2294517,FlipSid3,Envy,13,16
2294518,2294518,Reason,FlipSid3,12,16
2294520,2294520,CPH Wolves,Natus Vincere,1,2
2294526,2294526,Luminosity,Denial,16,13
2294537,2294537,FlipSid3,HellRaisers,3,1
2294542,2294542,G2,Natus Vincere,6,16
2294543,2294543,mousesports,Natus Vincere,2,16
2294544,2294544,mousesports,G2,16,12
2294548,2294548,Reason,CPH Wolves,16,13
2294549,2294549,CPH Wolves,Virtus.pro,10,16
2294550,2294550,Virtus.pro,CPH Wolves,16,11
2294565,2294565,HellRaisers,Natus Vincere,0,2
2294566,2294566,FlipSid3,Natus Vincere,0,2
2294567,2294567,PENTA,Vega Squadron,16,5
2294570,2294570,Dignitas,3DMAX,11,16
2294571,2294571,Envy,Titan,16,14
2294572,2294572,LGB,PENTA,16,3
2294575,2294575,Natus Vincere,FlipSid3,16,2
2294576,2294576,ESC,x6tence,10,16
2294578,2294578,CLG,HellRaisers,16,14
2294580,2294580,Virtus.pro,3DMAX,16,5
2294581,2294581,Cloud9,TSM,16,14
2294590,2294590,G2,Dignitas,16,14
2294591,2294591,Dignitas,G2,16,14
2294601,2294601,Envy,LGB,16,8
2294602,2294602,Titan,PENTA,4,16
2294603,2294603,LGB,PENTA,12,16
2294604,2294604,fnatic,Natus Vincere,16,7
2294607,2294607,CLG,NIP,7,16
2294610,2294610,Virtus.pro,Cloud9,16,11
2294611,2294611,3DMAX,TSM,10,16
2294612,2294612,TSM,Cloud9,16,8
2294620,2294620,CPH Wolves,mousesports,16,12
2294622,2294622,mousesports,CPH Wolves,11,16
2294623,2294623,Envy,Natus Vincere,2,1
2294624,2294624,fnatic,PENTA,2,0
2294626,2294626,NIP,TSM,2,1
2294627,2294627,fnatic,Virtus.pro,2,0
2294628,2294628,Envy,NIP,0,2
2294629,2294629,fnatic,NIP,2,1
2294640,2294640,Dignitas,Reason,2,0
2294642,2294642,Envy,Virtus.pro,1,2
2294643,2294643,NIP,PENTA,2,0
2294653,2294653,PENTA,Envy,1,2
2294656,2294656,Virtus.pro,NIP,0,2
2294657,2294657,3DMAX,Playing Ducks,16,1
2294658,2294658,Playing Ducks,3DMAX,1,16
2294659,2294659,Dignitas,Playing Ducks,16,12
2294660,2294660,Reason,CPH Wolves,1,2
2294662,2294662,NIP,TSM,16,12
2294665,2294665,Virtus.pro,Envy,1,2
2294666,2294666,NIP,Envy,0,2
2294670,2294670,NIP,G2,2,0
2294675,2294675,3DMAX,Dignitas,16,10
2294678,2294678,CLG,Mythic,16,13
2294692,2294692,NIP,Envy,0,2
2294694,2294694,Virtus.pro,Cloud9,2,1
2294703,2294703,Envy,Cloud9,2,0
2294704,2294704,Virtus.pro,NIP,1,2
2294705,2294705,NIP,Envy,1,3
2294706,2294706,Virtus.pro,Cloud9,2,0
2294715,2294715,HellRaisers,Dignitas,8,16
2294716,2294716,Dignitas,FlipSid3,16,13
2294719,2294719,Dignitas,HellRaisers,16,13
2294721,2294721,FlipSid3,Dignitas,7,16
2294722,2294722,TSM,Natus Vincere,2,0
2294723,2294723,fnatic,FlipSid3,2,1
2294732,2294732,Natus Vincere,FlipSid3,2,0
2294733,2294733,TSM,fnatic,2,0
2294736,2294736,PENTA,Dignitas,16,6
2294737,2294737,Dignitas,PENTA,16,11
2294749,2294749,HellRaisers,Virtus.pro,6,16
2294750,2294750,Virtus.pro,HellRaisers,15,15
2294752,2294752,Liquid,Mythic,16,3
2294759,2294759,Natus Vincere,fnatic,1,2
2294760,2294760,Envy,Titan,11,16
2294761,2294761,Virtus.pro,NIP,7,16
2294762,2294762,NIP,Envy,16,12
2294763,2294763,Titan,Virtus.pro,15,21
2294764,2294764,LGB,3DMAX,16,10
2294771,2294771,TSM,fnatic,2,1
2294773,2294773,G2,x6tence,16,7
2294774,2294774,Reason,FlipSid3,9,16
2294778,2294778,HellRaisers,G2,3,16
2294779,2294779,G2,HellRaisers,16,11
2294785,2294785,Liquid,Cloud9,16,13
2294787,2294787,Mythic,CLG,8,16
2294788,2294788,NIP,Titan,2,0
2294789,2294789,Natus Vincere,TSM,2,1
2294790,2294790,Virtus.pro,NIP,0,2
2294791,2294791,Envy,Natus Vincere,2,1
2294815,2294815,Titan,Natus Vincere,2,0
2294816,2294816,TSM,Virtus.pro,2,1
2294817,2294817,Titan,TSM,1,2
2294818,2294818,NIP,Envy,0,2
2294819,2294819,TSM,NIP,0,2
2294820,2294820,Envy,NIP,2,0
2294822,2294822,Denial,Liquid,0,2
2294827,2294827,Liquid,Luminosity,2,1
2294844,2294844,k1ck,x6tence,1,2
2294855,2294855,LGB,FlipSid3,2,0
2294856,2294856,PENTA,x6tence,2,1
2294860,2294860,G2,3DMAX,0,2
2294867,2294867,Playing Ducks,G2,6,16
2294871,2294871,Titan,Natus Vincere,21,19
2294872,2294872,Natus Vincere,Titan,16,9
2294873,2294873,TSM,LGB,16,11
2294874,2294874,Virtus.pro,mousesports,16,12
2294875,2294875,mousesports,Virtus.pro,6,16
2294876,2294876,TSM,PENTA,16,9
2294877,2294877,PENTA,TSM,1,16
2294879,2294879,Virtus.pro,mousesports,12,16
2294880,2294880,mousesports,Virtus.pro,11,16
2294881,2294881,LGB,fnatic,11,16
2294884,2294884,Mythic,Cloud9,8,16
2294897,2294897,Natus Vincere,fnatic,16,11
2294898,2294898,NIP,fnatic,16,7
2294899,2294899,fnatic,Titan,16,5
2294900,2294900,CLG,Liquid,7,16
2294996,2294996,Playing Ducks,Space Soldiers,2,0
2295016,2295016,Dignitas,CPH Wolves,2,0
2295031,2295031,G2,Reason,2,1
2295039,2295039,Playing Ducks,Space Soldiers,1,2
2295043,2295043,3DMAX,CPH Wolves,1,2
2295045,2295045,TSM,Space Soldiers,2,0
2295048,2295048,Dignitas,FlipSid3,2,0
2295063,2295063,TSM,Dignitas,2,0
2295066,2295066,CPH Wolves,LGB,0,2
2295081,2295081,Space Soldiers,FlipSid3,14,16
2295084,2295084,TSM,LGB,2,0
2295085,2295085,Virtus.pro,G2,2,0
2295087,2295087,Dignitas,Reason,16,3
2295098,2295098,3DMAX,FlipSid3,17,19
2295099,2295099,Dignitas,CPH Wolves,16,6
2295102,2295102,Virtus.pro,TSM,2,1
2295103,2295103,G2,Dignitas,3,16
2295104,2295104,LGB,FlipSid3,3,16
2295107,2295107,Dignitas,FlipSid3,16,4
2295110,2295110,Dignitas,TSM,9,16
2295112,2295112,Chiefs,AVANT,16,12
2295114,2295114,NIP,fnatic,3,1
2295115,2295115,Virtus.pro,TSM,2,0
2295116,2295116,Virtus.pro,FlipSid3,1,2
2295117,2295117,Natus Vincere,PENTA,2,0
2295129,2295129,TSM,Virtus.pro,16,6
2295131,2295131,fnatic,Virtus.pro,6,16
2295132,2295132,Titan,TSM,16,6
2295133,2295133,LGB,NIP,12,16
2295134,2295134,fnatic,TSM,10,16
2295135,2295135,Titan,NIP,16,6
2295139,2295139,TSM,fnatic,16,10
2295140,2295140,FlipSid3,Natus Vincere,3,1
2295145,2295145,LGB,3DMAX,2,0
2295148,2295148,fnatic,FlipSid3,3,0
2295150,2295150,Dignitas,G2,2,0
2295151,2295151,Playing Ducks,Dignitas,1,16
2295152,2295152,Cloud9,CLG,4,16
2295156,2295156,TSM,Virtus.pro,2,1
2295157,2295157,Natus Vincere,Dignitas,1,2
2295158,2295158,Envy,CPH Wolves,2,0
2295159,2295159,Titan,3DMAX,2,0
2295166,2295166,fnatic,Vega Squadron,16,1
2295167,2295167,Vega Squadron,fnatic,6,16
2295168,2295168,fnatic,PENTA,16,8
2295170,2295170,FlipSid3,G2,0,2
2295173,2295173,Cloud9,Liquid,16,9
2295177,2295177,Dignitas,TSM,1,2
2295178,2295178,Envy,Titan,2,1
2295179,2295179,Natus Vincere,Virtus.pro,2,1
2295190,2295190,CPH Wolves,3DMAX,0,2
2295193,2295193,Dignitas,Natus Vincere,0,2
2295194,2295194,Titan,3DMAX,2,1
2295199,2295199,Envy,Natus Vincere,1,2
2295200,2295200,TSM,Titan,1,2
2295201,2295201,Chiefs,AVANT,2,0
2295203,2295203,Natus Vincere,Titan,2,1
2295204,2295204,PENTA,G2,2,0
2295208,2295208,fnatic,TSM,3,0
2295215,2295215,Virtus.pro,HellRaisers,19,21
2295216,2295216,HellRaisers,Virtus.pro,26,23
2295217,2295217,FlipSid3,Natus Vincere,9,16
2295218,2295218,Natus Vincere,FlipSid3,11,16
2295219,2295219,TSM,Natus Vincere,12,16
2295220,2295220,fnatic,Natus Vincere,28,31
2295222,2295222,LGB,Titan,13,16
2295223,2295223,Virtus.pro,Titan,21,17
2295224,2295224,x6tence,PENTA,1,2
2295235,2295235,fnatic,Envy,16,3
2295236,2295236,TSM,Envy,26,23
2295237,2295237,Natus Vincere,NIP,16,10
2295238,2295238,Natus Vincere,TSM,14,16
2295239,2295239,x6tence,Space Soldiers,2,0
2295240,2295240,Playing Ducks,x6tence,0,2
2295242,2295242,HellRaisers,CPH Wolves,19,21
2295243,2295243,CPH Wolves,HellRaisers,12,16
2295244,2295244,FlipSid3,PENTA,16,8
2295245,2295245,PENTA,FlipSid3,6,16
2295246,2295246,FlipSid3,G2,16,4
2295247,2295247,G2,FlipSid3,6,16
2295253,2295253,CPH Wolves,Dignitas,0,2
2295255,2295255,Natus Vincere,Envy,21,18
2295256,2295256,Envy,LGB,16,10
2295257,2295257,LGB,Natus Vincere,12,16
2295258,2295258,NIP,Natus Vincere,16,14
2295259,2295259,Envy,TSM,9,16
2295260,2295260,CPH Wolves,x6tence,1,2
2295261,2295261,PENTA,x6tence,2,0
2295274,2295274,Titan,Luminosity,2,0
2295275,2295275,fnatic,CLG,2,0
2295277,2295277,mousesports,Cloud9,2,0
2295290,2295290,fnatic,Titan,0,2
2295295,2295295,CLG,Luminosity,2,0
2295301,2295301,Virtus.pro,mousesports,2,0
2295303,2295303,Titan,Virtus.pro,1,2
2295307,2295307,CLG,mousesports,0,2
2295310,2295310,Envy,Dignitas,1,2
2295313,2295313,HellRaisers,FlipSid3,0,2
2295314,2295314,Natus Vincere,Dignitas,16,2
2295315,2295315,Dignitas,Natus Vincere,11,16
2295316,2295316,Natus Vincere,PENTA,5,16
2295317,2295317,PENTA,Natus Vincere,18,21
2295322,2295322,fnatic,mousesports,2,0
2295327,2295327,Titan,fnatic,0,2
2295328,2295328,Virtus.pro,fnatic,2,1
2295330,2295330,FlipSid3,HellRaisers,2,0
2295337,2295337,PENTA,CPH Wolves,14,16
2295338,2295338,CPH Wolves,PENTA,7,16
2295342,2295342,G2,k1ck,1,2
2295349,2295349,HellRaisers,k1ck,3,0
2295365,2295365,G2,PENTA,16,4
2295366,2295366,PENTA,G2,5,16
2295370,2295370,TSM,mousesports,2,1
2295372,2295372,Envy,Virtus.pro,9,16
2295375,2295375,Virtus.pro,Natus Vincere,9,16
2295376,2295376,LGB,Virtus.pro,14,16
2295377,2295377,Virtus.pro,LGB,12,16
2295379,2295379,Dignitas,mousesports,14,16
2295380,2295380,Natus Vincere,mousesports,14,16
2295381,2295381,G2,CPH Wolves,2,0
2295383,2295383,mousesports,Dignitas,14,16
2295384,2295384,mousesports,Natus Vincere,4,16
2295387,2295387,fnatic,TSM,0,2
2295388,2295388,Envy,NIP,1,2
2295396,2295396,fnatic,Envy,2,0
2295397,2295397,TSM,NIP,2,0
2295400,2295400,fnatic,NIP,2,0
2295405,2295405,TSM,fnatic,2,1
2295430,2295430,TSM,Dignitas,2,0
2295431,2295431,Natus Vincere,PENTA,2,0
2295434,2295434,G2,mousesports,14,16
2295435,2295435,mousesports,G2,12,16
2295436,2295436,Dignitas,Virtus.pro,7,16
2295437,2295437,Virtus.pro,Dignitas,11,16
2295438,2295438,LGB,x6tence,1,1
2295449,2295449,TSM,Natus Vincere,1,2
2295450,2295450,Dignitas,PENTA,2,0
2295452,2295452,G2,k1ck,2,0
2295453,2295453,FlipSid3,CPH Wolves,16,6
2295454,2295454,CPH Wolves,FlipSid3,17,21
2295455,2295455,FlipSid3,mousesports,16,4
2295456,2295456,mousesports,FlipSid3,16,4
2295460,2295460,Envy,mousesports,2,0
2295462,2295462,PENTA,G2,2,1
2295466,2295466,FlipSid3,LGB,1,2
2295468,2295468,fnatic,Liquid,2,0
2295470,2295470,Natus Vincere,TSM,1,2
2295472,2295472,Dignitas,G2,2,0
2295475,2295475,Cloud9,Luminosity,1,1
2295480,2295480,NIP,fnatic,0,2
2295481,2295481,Virtus.pro,TSM,2,1
2295483,2295483,Natus Vincere,TSM,1,2
2295487,2295487,fnatic,Virtus.pro,2,1
2295488,2295488,fnatic,TSM,0,2
2295489,2295489,NIP,Virtus.pro,2,1
2295490,2295490,TSM,NIP,2,1
2295492,2295492,Dignitas,CPH Wolves,5,16
2295493,2295493,CPH Wolves,Dignitas,8,16
2295497,2295497,Titan,Dignitas,8,16
2295498,2295498,HellRaisers,Envy,14,16
2295499,2295499,PENTA,Envy,6,16
2295513,2295513,mousesports,PENTA,10,16
2295517,2295517,Dignitas,SK,2,0
2295518,2295518,Reason,Space Soldiers,9,16
2295520,2295520,LGB,HellRaisers,1,1
2295526,2295526,fnatic,Dignitas,16,6
2295527,2295527,Dignitas,mousesports,16,6
2295530,2295530,Envy,LGB,1,2
2295531,2295531,HellRaisers,FlipSid3,16,13
2295532,2295532,FlipSid3,HellRaisers,14,16
2295539,2295539,Cloud9,Liquid,16,13
2295546,2295546,fnatic,mousesports,16,6
2295547,2295547,Envy,fnatic,5,16
2295548,2295548,Dignitas,NIP,13,16
2295549,2295549,Natus Vincere,HellRaisers,16,6
2295550,2295550,HellRaisers,Natus Vincere,13,16
2295555,2295555,Titan,HellRaisers,1,2
2295556,2295556,Virtus.pro,x6tence,2,0
2295557,2295557,Virtus.pro,G2,2,0
2295559,2295559,CLG,Liquid,2,0
2295563,2295563,Liquid,Luminosity,8,16
2295564,2295564,CLG,Luminosity,16,7
2295570,2295570,Virtus.pro,NIP,16,3
2295571,2295571,PENTA,Virtus.pro,9,16
2295572,2295572,mousesports,HellRaisers,16,12
2295575,2295575,HellRaisers,LGB,2,0
2295577,2295577,Natus Vincere,NIP,0,2
2295578,2295578,HellRaisers,Virtus.pro,0,2
2295579,2295579,Liquid,Luminosity,1,1
2295594,2295594,Dignitas,FlipSid3,19,17
2295596,2295596,Titan,HellRaisers,16,3
2295607,2295607,Dignitas,fnatic,12,16
2295609,2295609,FlipSid3,Dignitas,4,16
2295611,2295611,PENTA,G2,0,2
2295612,2295612,CPH Wolves,Natus Vincere,9,16
2295613,2295613,Natus Vincere,CPH Wolves,19,21
2295615,2295615,Titan,Envy,9,16
2295616,2295616,HellRaisers,Titan,16,10
2295617,2295617,fnatic,HellRaisers,2,1
2295618,2295618,Envy,Dignitas,2,0
2295619,2295619,fnatic,Envy,2,1
2295630,2295630,Virtus.pro,NIP,16,11
2295631,2295631,mousesports,TSM,10,16
2295632,2295632,TSM,PENTA,16,3
2295635,2295635,LGB,Natus Vincere,0,2
2295637,2295637,Virtus.pro,LGB,1,1
2295646,2295646,TSM,Virtus.pro,9,16
2295647,2295647,NIP,Natus Vincere,14,16
2295648,2295648,TSM,fnatic,6,16
2295649,2295649,TSM,Titan,12,16
2295651,2295651,PENTA,G2,2,1
2295656,2295656,Virtus.pro,HellRaisers,1,2
2295659,2295659,Natus Vincere,G2,13,16
2295660,2295660,G2,Natus Vincere,7,16
2295662,2295662,mousesports,Titan,1,1
